TextID,URL,Label,totalWordsCount,semanticobjscore,semanticsubjscore,CC,CD,DT,EX,FW,INs,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TOs,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,baseform,Quotes,questionmarks,exclamationmarks,fullstops,commas,semicolon,colon,ellipsis,pronouns1st,pronouns2nd,pronouns3rd,compsupadjadv,past,imperative,present3rd,present1st2nd,sentence1st,sentencelast,txtcomplexity,site
Text0549,http://uk.eurosport.yahoo.com/news/formula-1-maldonado-hails-new-williams-195024400.html,0,348,19,11,3,40,0,1,38,31,1,0,0,1,99,0,0,14,1,0,7,13,15,0,0,0,3,8,0,1,14,9,5,1,14,0,3,0,1,0,8,8,0,0,21,8,0,0,0,1,1,10,1,14,1,14,1,1,1,15,uk.eurosport.yahoo.com
Text0550,"http://www.skysports.com/opinion/story/0,25212,12087_8507801,00.html",0,1991,111,48,98,184,1,62,235,119,11,9,0,14,355,1,0,115,1,0,66,22,115,3,0,6,5,27,0,12,54,39,44,38,69,15,9,0,6,0,69,13,5,1,56,98,4,19,0,8,4,62,23,54,12,69,38,1,1,24,www.skysports.com
Text0551,http://www.nba.com/pistons/news/blaha_090320.html,1,880,37,22,12,70,3,18,113,60,2,5,0,6,132,0,0,45,4,4,61,26,53,1,1,3,3,29,0,4,48,7,11,10,11,4,7,0,6,0,41,0,0,0,44,36,0,0,0,15,3,46,9,48,4,11,10,0,1,19,www.nba.com
Text0552,http://uk.eurosport.yahoo.com/news/figure-skating-brit-newberry-third-short-programme-european-122423264.html,0,301,16,5,9,30,3,1,42,25,1,1,0,1,76,4,0,12,0,0,8,9,9,1,0,3,1,7,0,1,17,2,2,3,6,0,0,0,1,0,6,9,0,0,19,13,0,0,0,0,0,16,3,17,1,6,3,1,1,14,uk.eurosport.yahoo.com
Text0553,http://msn.foxsports.com/mlb/story/infielder-bobby-crosby-comes-out-of-retirement-for-minor-league-deal-with-milwaukee-brewers-012213,0,220,6,2,14,20,0,2,28,11,1,0,0,3,48,4,0,16,0,0,5,2,10,0,0,1,0,5,0,2,8,4,4,0,5,1,0,0,0,0,4,0,0,0,13,13,0,0,0,0,0,6,1,8,2,5,0,1,1,13,msn.foxsports.com
Text0554,http://www.nba.com/pistons/features/truebluepistons_130209.html,0,1294,87,11,79,123,1,12,130,78,2,2,0,5,206,3,0,82,0,6,61,21,61,1,1,10,0,31,0,5,73,37,14,24,30,4,9,0,6,0,31,0,0,0,57,67,0,1,0,19,1,41,6,73,5,30,24,1,1,34,www.nba.com
Text0555,http://www.foxsportssouthwest.com/01/24/13/Johnny-Football-shows-off-trick-shot-ski/msn_landing.html?blockID=854317&feedID=11017,1,185,11,2,0,26,0,2,24,11,0,0,0,1,53,0,0,6,1,0,9,1,8,0,0,0,0,4,0,1,1,2,4,5,8,2,0,0,0,0,5,0,0,0,3,8,0,0,0,0,2,4,0,1,1,8,5,1,1,23,www.foxsportssouthwest.com
Text0556,http://msn.foxsports.com/ufc/story/ufc-strikeforce-cormier-marquardt-saffiedine-fight-blog-011213,0,1611,99,17,45,156,0,25,162,92,6,1,0,8,317,8,0,66,0,8,76,16,113,1,0,32,0,36,0,9,7,73,14,28,132,4,0,0,3,0,66,0,0,0,107,33,14,11,0,6,2,51,8,7,9,132,28,1,1,14,msn.foxsports.com
Text0557,http://msn.foxsports.com/nfl/story/marcus-lattimore-hopes-to-work-out-in-april-for-nfl-teams-012213,0,255,11,2,9,16,0,6,26,17,0,0,0,1,66,4,0,11,1,3,5,7,10,0,0,1,0,11,0,2,11,7,4,4,5,0,0,0,1,0,7,0,0,1,12,6,0,0,0,2,1,8,0,11,2,5,4,1,1,21,msn.foxsports.com
Text0558,http://www.football365.com/news/21554/8446733/Benitez-On-Ball-Boy,0,211,18,0,5,17,0,0,24,17,0,0,0,3,72,2,0,9,0,0,6,1,4,0,0,1,0,8,0,0,12,6,3,1,2,0,0,0,0,0,2,7,0,0,10,3,0,2,0,0,0,4,0,12,0,2,1,1,1,17,www.football365.com
Text0559,http://www.nba.com/pistons/features/truebluepistons_130209b.html,0,1313,90,29,37,113,0,15,119,99,4,3,0,7,240,6,0,63,0,15,63,24,40,1,0,12,0,43,0,5,83,34,15,21,35,2,10,0,6,0,42,0,0,0,62,57,0,0,0,21,3,47,8,83,5,35,21,1,1,34,www.nba.com
Text0560,http://msn.foxsports.com/wcbk/story/Hawkins-leads-No-10-Maryland-women-to-8040-win-08892031,0,538,31,4,56,51,0,4,63,30,4,2,0,0,115,6,0,51,0,0,4,10,11,0,0,0,0,8,0,3,39,13,7,3,3,2,2,0,1,0,21,0,0,0,26,20,0,0,0,0,0,10,6,39,3,3,3,1,1,17,msn.foxsports.com
Text0561,http://www.dailystar.co.uk/motorsports/view/297011/Lewis-Hamilton-prays-for-a-miracle/,0,289,16,2,5,26,0,6,25,16,0,0,0,5,65,0,0,11,0,1,15,2,17,0,0,0,0,9,0,2,11,6,3,9,7,0,0,0,2,0,7,4,0,0,16,12,0,1,0,3,0,11,0,11,2,7,9,1,1,26,www.dailystar.co.uk
Text0562,http://msn.foxsports.com/nhl/story/Canucks-shut-out-Ducks-012513,0,604,24,2,19,65,0,8,78,38,0,1,0,0,180,5,0,41,0,0,4,14,17,0,0,6,1,8,0,2,40,8,4,4,4,2,2,0,5,0,14,0,0,0,27,25,0,1,0,0,0,12,1,40,2,4,4,1,1,22,msn.foxsports.com
Text0563,http://msn.foxsports.com/nba/story/carmelo-anthony-42-points-game-winner-new-york-knicks-beat-atlanta-hawks-012713,0,1005,62,18,48,117,0,13,110,81,1,1,0,4,191,7,0,54,0,0,36,14,39,0,0,7,10,17,0,2,79,23,19,9,9,2,5,0,7,0,32,12,0,0,55,40,0,3,0,6,0,28,2,79,2,9,9,1,1,18,msn.foxsports.com
Text0564,http://msn.foxsports.com/nhl/story/san-jose-sharks-joe-thornton-prep-for-fast-paced-post-lockout-hockey-011213,0,844,45,21,9,85,4,15,82,61,0,4,0,14,162,8,0,63,0,2,31,9,43,0,1,2,0,17,0,4,44,16,18,18,16,5,2,0,6,0,16,0,0,0,49,24,0,1,0,11,2,17,5,44,4,16,18,1,1,31,msn.foxsports.com
Text0565,http://msn.foxsports.com/wnba/story/Fever-give-promote-Kelly-Krauskopf-to-president-64112962,0,127,4,2,4,13,0,0,13,12,1,0,0,0,40,1,0,7,0,0,2,3,4,0,0,0,0,0,0,0,8,3,5,1,2,1,0,0,1,0,4,0,0,0,5,1,0,0,0,0,0,3,1,8,0,2,1,1,1,18,msn.foxsports.com
Text0566,http://uk.eurosport.yahoo.com/blogs/world-of-sport/neuer-wear-four-fingered-glove-against-arsenal-150436362.html,0,243,16,7,8,27,0,4,27,16,0,1,0,4,57,2,0,6,0,0,7,4,18,0,0,3,0,5,0,1,4,8,6,5,4,0,0,0,1,0,8,0,0,0,8,3,0,0,0,0,1,8,1,4,1,4,5,1,1,24,uk.eurosport.yahoo.com
Text0567,http://www.nba.com/pistons/features/blaha_110324.html,1,1083,55,21,19,139,2,21,118,63,0,4,0,16,169,3,0,69,7,1,75,10,59,1,0,2,0,29,0,5,74,18,9,18,10,2,8,0,10,0,39,0,0,0,49,37,0,0,0,12,9,50,5,74,5,10,18,1,1,22,www.nba.com
Text0568,http://www.und.com/sports/w-baskbl/recaps/120812aab.html,0,1661,79,12,165,135,0,16,199,171,6,11,0,1,353,8,0,101,0,0,20,22,30,0,1,5,4,15,0,2,73,44,14,26,17,0,1,0,7,0,33,6,0,0,64,78,0,3,0,6,0,28,18,73,2,17,26,1,1,22,www.und.com
Text0569,http://www.nba.com/pistons/features/blaha_130117.html,0,925,43,23,7,111,5,14,86,49,3,2,0,14,147,0,0,55,1,3,55,5,67,1,0,1,0,25,0,2,28,11,21,30,43,7,8,0,10,0,35,0,1,0,44,33,0,1,0,12,12,12,6,28,2,43,30,1,1,20,www.nba.com
Text0570,http://msn.foxsports.com/foxsoccer/premierleague/story/arsene-wenger-rules-out-move-for-barcelona-striker-david-villa-012513,0,251,11,1,4,15,0,6,30,8,1,0,0,1,83,2,0,16,0,0,6,5,6,0,0,1,1,3,0,0,16,4,6,6,4,1,2,0,1,0,2,12,0,0,22,14,0,4,0,0,0,11,1,16,0,4,6,1,1,10,msn.foxsports.com
Text0571,http://www.dailystar.co.uk/motorsports/view/288769/Max-Chilton-gets-a-grand-lift-off/,0,237,7,2,5,17,0,4,26,19,0,0,0,4,72,1,0,9,0,2,6,4,4,0,0,0,0,5,0,0,6,6,3,3,5,0,2,0,0,0,7,2,0,0,7,14,0,1,0,0,0,8,0,6,0,5,3,1,1,33,www.dailystar.co.uk
Text0572,http://www.foxsportssouthwest.com/01/29/13/Mavs-called-for-rare-technical-foul-vs-P/msn_landing.html?blockID=856415&feedID=3577,0,223,11,4,5,22,0,5,24,11,0,0,0,1,56,1,0,16,0,0,2,1,6,0,0,2,0,5,0,1,19,9,4,3,0,0,2,0,1,0,6,1,0,0,11,14,0,0,0,0,0,3,0,19,1,0,3,1,1,17,www.foxsportssouthwest.com
Text0573,http://www.tennis.com/pro-game/2011/02/belgium-beats-us-4-1-in-fed-cup/27591/#.URJVeaVFSSo,0,352,15,9,17,36,0,4,49,28,0,0,0,2,75,5,0,24,0,0,8,2,14,0,0,0,1,5,0,1,20,6,4,3,3,1,0,0,2,0,9,2,0,0,19,20,0,0,0,0,0,6,0,20,1,3,3,1,1,17,www.tennis.com
Text0574,http://msn.foxsports.com/horseracing/story/jockey-Russell-Baze-rides-50000th-race-012513,0,244,12,7,15,18,0,4,23,16,2,0,0,2,49,1,0,20,0,0,12,3,14,0,0,0,2,4,0,2,11,3,2,4,8,0,0,0,2,0,9,5,0,0,14,13,0,0,0,0,0,11,2,11,2,8,4,1,1,15,msn.foxsports.com
Text0575,http://msn.foxsports.com/fantasy/football/story/Halpin-2012-awards-Spiller-Peterson-Jennings-010913,1,1439,89,32,88,87,2,29,162,98,7,9,0,17,264,5,0,112,0,17,52,23,69,2,1,3,1,19,0,8,70,27,15,11,25,7,3,0,6,0,38,0,3,7,71,92,2,8,0,6,16,40,19,70,8,25,11,1,1,16,msn.foxsports.com
Text0576,http://msn.foxsports.com/nfl/story/kansas-city-chiefs-jovan-belcher-mom-begs-dying-girlfriend-kasandra-perkins-to-live-911-call-120512,0,577,21,5,6,40,0,2,61,22,1,0,0,0,140,6,0,40,0,0,32,18,26,0,0,1,4,12,0,3,53,10,12,7,10,0,3,0,6,0,17,11,0,0,29,28,0,2,0,0,0,41,1,53,3,10,7,1,1,18,msn.foxsports.com
Text0577,http://msn.foxsports.com/golf/story/new-south-wales-open-caroline-hedwall-wins-012713,0,103,7,0,5,13,0,0,7,13,0,2,0,0,28,3,0,1,0,0,3,0,0,0,0,1,0,3,0,0,8,1,0,0,3,0,1,0,1,0,2,0,0,0,4,5,0,0,0,2,0,1,2,8,0,3,0,1,1,17,msn.foxsports.com
Text0578,http://www.wnba.com/news/postlottery_quotes_2012_09_26.html,1,533,24,11,8,51,1,21,40,20,0,1,0,11,81,0,0,13,0,1,39,7,33,0,0,3,0,13,0,0,26,11,12,21,9,1,7,0,6,0,23,0,0,0,20,25,0,5,0,20,1,13,1,26,0,9,21,1,1,29,www.wnba.com
Text0579,http://msn.foxsports.com/foxsoccer/world/story/didier-drogba-agrees-to-18-month-deal-with-galatasaray-012813,0,266,14,1,3,28,0,2,40,26,0,1,0,1,83,3,0,9,0,0,2,8,7,0,0,2,0,3,0,0,11,9,6,0,5,0,0,0,1,0,5,2,0,0,9,9,0,0,0,0,0,7,1,11,0,5,0,1,1,24,msn.foxsports.com
Text0580,http://uk.eurosport.yahoo.com/news/county-mcgrath-ends-playing-career-101329160.html,0,116,2,1,9,6,0,2,12,9,0,1,0,0,41,0,0,8,0,0,2,3,2,0,0,0,0,0,0,0,8,2,1,0,1,1,0,0,0,0,2,5,0,0,11,5,0,1,0,0,0,5,1,8,0,1,0,1,1,8,uk.eurosport.yahoo.com
Text0581,http://msn.foxsports.com/nfl/story/adrian-peterson-says-he-should-be-mvp-not-peyton-manning-before-pro-bowl-012713,0,389,28,2,20,46,0,2,42,28,1,2,0,0,92,2,0,27,0,2,7,5,11,2,0,1,1,7,0,2,15,9,4,2,8,1,2,0,0,0,11,3,1,0,19,22,0,0,0,0,1,7,5,15,2,8,2,1,1,16,msn.foxsports.com
Text0582,http://www.dailystar.co.uk/football/view/299505/Sir-Alex-Ferguson-urges-Manchester-United-to-find-the-killer-touch-in-Treble-hunt/,0,225,9,3,6,20,0,0,23,16,1,0,0,1,74,1,0,15,0,0,2,2,4,0,0,5,1,2,0,0,11,9,4,2,2,0,3,0,1,0,7,6,0,0,14,6,0,4,0,0,0,4,1,11,0,2,2,1,1,14,www.dailystar.co.uk
Text0583,http://uk.eurosport.yahoo.com/news/biathlon-berger-wins-maiden-world-cup-title-oslo-112945352.html,0,238,13,6,14,21,0,4,32,21,0,0,0,2,55,0,0,12,0,0,6,5,10,0,0,0,0,7,0,2,12,5,3,0,0,0,2,0,0,0,8,0,0,0,7,11,0,1,0,0,0,10,0,12,2,0,0,1,1,26,uk.eurosport.yahoo.com
Text0584,http://msn.foxsports.com/nascar/story/dale-earnhardt-jr-richard-petty-team-up-promote-goodys-headache-powders-012113,0,407,16,5,6,41,0,12,43,34,1,3,0,2,104,0,0,10,0,13,11,4,8,2,1,3,0,9,0,1,11,5,7,7,16,1,2,0,1,0,10,0,0,1,23,15,0,0,0,2,0,8,7,11,1,16,7,0,1,21,msn.foxsports.com
Text0585,http://msn.foxsports.com/nhl/story/philadelphia-flyers-lose-to-pittsburgh-penguins-first-game-after-lockout-011913,0,628,35,11,18,74,0,0,62,36,1,4,0,8,117,4,0,52,0,4,23,4,28,0,0,5,0,15,0,4,34,13,13,12,9,3,3,0,3,0,15,1,0,3,31,20,0,1,0,11,2,6,5,34,4,9,12,1,1,23,msn.foxsports.com
Text0586,http://edition.cnn.com/2010/SPORT/tennis/12/29/tennis.henin.australia.hopman/index.html,0,207,11,4,8,16,0,0,24,17,0,1,0,1,66,1,0,9,0,0,3,5,8,0,0,0,0,7,0,1,7,6,3,1,4,0,0,0,0,0,3,5,0,0,10,10,0,0,0,0,0,7,1,7,1,4,1,1,1,17,edition.cnn.com
Text0587,http://msn.foxsports.com/mlb/story/pittsburgh-pirates-francisco-liriano-revise-contract-after-free-agent-pitcher-breaks-arm-012113,0,164,11,2,10,16,0,0,18,21,1,0,0,4,36,1,0,9,0,0,3,4,5,0,0,0,0,3,0,0,4,4,4,1,3,0,0,0,0,0,3,0,0,0,7,9,0,0,0,0,0,7,1,4,0,3,1,1,1,18,msn.foxsports.com
Text0588,http://edition.cnn.com/2013/03/10/sport/skiing-hirscher-slalom-kostelic/index.html?hpt=isp_c2,0,513,21,6,24,49,1,12,64,33,1,3,0,0,146,2,0,30,0,0,9,9,15,0,0,1,2,10,0,1,29,6,9,3,12,0,3,0,1,0,10,8,1,0,26,14,0,4,0,0,0,17,4,29,1,12,3,1,1,17,edition.cnn.com
Text0589,http://msn.foxsports.com/nfl/story/super-bowl-xlvii-san-francisco-49ers-arrive-new-orleans-no-fanfare-hoopla-ready-for-business-been-there-before-012713,1,884,65,24,16,90,2,5,88,73,3,1,0,8,188,7,0,43,1,9,33,15,38,1,0,4,0,16,0,5,32,13,16,18,24,4,6,1,5,0,25,0,1,0,42,45,0,1,0,7,3,21,5,32,5,24,18,1,1,26,msn.foxsports.com
Text0590,http://msn.foxsports.com/foxsoccer/premierleague/story/premier-league-stoke-call-off-brek-shea-deal-fc-dallas-012313,0,154,8,4,0,13,0,2,17,9,1,0,0,1,38,2,0,9,0,0,2,3,7,0,0,1,0,6,0,0,7,3,10,3,4,2,0,0,0,0,4,0,0,0,6,6,0,0,0,0,0,3,1,7,0,4,3,1,1,19,msn.foxsports.com
Text0591,http://msn.foxsports.com/tennis/story/novak-djokovic-beats-andy-murray-for-third-straight-australian-open-title-012713,0,960,62,13,41,91,2,14,124,105,4,1,0,2,189,9,0,72,0,0,16,21,39,1,0,4,2,22,0,1,50,21,14,8,8,1,4,0,5,0,23,5,0,1,45,43,1,0,0,0,0,30,6,50,1,8,8,1,1,19,msn.foxsports.com
Text0592,http://msn.foxsports.com/nba/story/2013-trade-deadline-roundup-022113,0,375,10,3,13,39,0,8,35,28,0,0,0,1,101,4,0,38,0,1,1,4,7,0,0,2,0,13,0,0,12,7,8,5,7,3,1,0,0,0,12,0,0,0,16,17,0,0,0,0,0,5,0,12,0,7,5,1,1,20,msn.foxsports.com
Text0593,http://www.suntimes.com/sports/basketball/bulls/3692150-419/rose-bulls-game-points-turnovers.html,0,722,52,9,26,64,2,5,76,34,0,3,0,6,129,1,0,38,0,0,47,12,47,0,0,3,0,10,0,0,57,14,8,9,13,1,1,0,6,0,24,0,1,0,40,32,0,0,0,18,0,26,3,57,0,13,9,1,1,25,www.suntimes.com
Text0594,http://msn.foxsports.com/golf/story/pga-tour-tiger-woods-shoots-68-to-open-farmers-insurance-open-at-torrey-pines-012413,0,913,66,29,30,88,1,28,88,54,3,1,0,9,129,1,0,37,0,5,53,6,61,5,0,4,0,23,0,5,77,8,13,6,11,3,2,0,7,0,36,0,0,0,49,50,1,0,0,3,3,30,9,77,5,11,6,1,1,32,msn.foxsports.com
Text0595,http://msn.foxsports.com/nhl/story/Sharks-stay-unbeaten-beat-Canucks-012713,0,571,26,9,21,65,0,16,57,35,0,0,0,0,134,2,0,49,0,0,18,6,18,0,0,4,8,6,0,4,49,7,7,11,5,0,3,0,1,0,21,16,0,0,52,14,0,2,0,8,0,8,0,49,4,5,11,1,1,11,msn.foxsports.com
Text0596,http://www.dailystar.co.uk/posts/view/295520/Brentford-2-Chelsea-2-Marcello-Trotta-makes-plonkers-of-t,0,696,34,7,13,77,1,14,93,46,0,0,0,4,166,0,0,26,0,5,19,6,39,0,0,13,0,10,0,3,47,12,12,5,1,1,5,0,0,0,23,0,0,0,29,31,0,0,0,0,2,12,0,47,3,1,5,1,1,24,www.dailystar.co.uk
Text0597,http://msn.foxsports.com/foxsoccer/europaleague/story/sporting-lisbon-2-1-videoton-group-g-match-report-valentin-viola-game-winner-120712,0,446,31,7,13,54,2,20,61,40,1,0,0,1,96,0,0,24,0,0,2,7,16,1,0,1,0,9,0,1,24,15,14,5,0,1,0,0,5,0,11,0,0,0,12,15,0,0,0,0,0,8,2,24,1,0,5,1,1,31,msn.foxsports.com
Text0598,http://uk.eurosport.yahoo.com/news/biathlon-moravec-beats-fourcade-first-world-cup-win-174440757.html,0,180,8,2,11,16,0,2,24,9,1,0,0,1,48,0,0,9,0,0,7,1,9,0,0,1,0,4,0,3,11,3,3,0,1,0,1,0,0,0,4,4,0,0,9,6,0,1,0,0,0,7,1,11,3,1,0,0,1,16,uk.eurosport.yahoo.com
Text0599,http://www.wnba.com/sun/donovan_named_head_coach_2013_01_03.html,0,353,12,6,22,44,1,8,36,25,0,1,0,1,95,1,0,14,0,2,7,4,4,0,0,0,1,5,0,3,7,0,4,5,10,1,1,0,1,0,11,2,0,0,17,13,0,0,0,3,0,8,1,7,3,10,5,1,1,25,www.wnba.com
Text0600,http://msn.foxsports.com/mlb/story/49ers-qb-colin-kaepernick-drafted-by-chicago-cubs-in-2009-011313,0,1163,47,26,31,109,1,19,127,69,1,2,0,17,240,5,0,57,1,14,61,16,38,0,1,7,0,25,1,13,60,26,22,8,21,1,3,0,4,0,27,1,1,0,85,53,0,6,0,5,9,45,4,60,13,21,8,1,1,19,msn.foxsports.com
Text0601,http://edition.cnn.com/2013/02/20/sport/tennis/tennis-serena-williams-dubai/index.html?hpt=isp_c2,0,503,37,8,21,47,0,10,63,42,1,3,0,3,113,2,0,36,1,0,8,7,11,1,0,2,1,13,0,1,22,11,11,6,12,6,5,0,2,0,8,4,0,0,23,22,0,1,0,1,0,12,5,22,1,12,6,1,1,16,edition.cnn.com
Text0602,http://msn.foxsports.com/wcbk/story/No-10-Maryland-80-Clemson-40-43395132,0,781,50,14,60,74,0,2,91,54,7,2,0,2,165,5,0,60,0,0,19,13,28,1,0,4,6,14,0,4,53,17,5,5,10,3,4,0,2,0,23,8,2,0,43,29,0,0,0,5,0,21,10,53,4,10,5,1,1,15,msn.foxsports.com
Text0603,http://msn.foxsports.com/nfl/story/jovan-belcher-kansas-city-chiefs-murder-suicide-tragedy-girlfriend-self-leave-orphan-daughter-why-still-playing-sunday-120112,1,820,51,14,9,67,1,5,83,39,3,2,0,24,178,7,0,56,0,7,36,28,31,2,0,1,0,24,0,6,23,17,15,20,16,2,5,0,6,0,36,0,5,0,41,24,0,1,0,20,4,28,7,23,6,16,20,1,1,17,msn.foxsports.com
Text0604,http://aol.sportingnews.com/nfl/story/2013-01-21/baltimore-ravens-super-bowl-2013-terrell-suggs-trash-talking,0,195,10,5,1,16,0,0,22,13,1,1,0,2,43,1,0,19,0,0,5,3,12,0,0,0,4,4,0,0,12,6,0,3,2,0,2,0,1,0,5,4,0,1,10,8,0,0,0,2,1,5,2,12,0,2,3,1,1,15,aol.sportingnews.com
Text0605,http://www.wnba.com/features/maya_moore_china_121312.html,0,1002,57,17,24,93,5,20,94,70,6,2,0,10,218,5,0,63,0,0,35,25,46,1,0,4,14,32,0,3,33,25,26,25,36,4,4,0,2,0,21,22,0,0,77,27,0,0,0,7,6,28,9,33,3,36,25,0,1,13,www.wnba.com
Text0606,http://msn.foxsports.com/wnba/story/FeverLynx-Preview-27232666,0,599,39,13,21,53,0,0,58,32,1,1,0,1,149,6,0,31,0,0,26,6,28,2,0,3,9,20,0,8,35,16,5,10,7,1,1,0,1,0,25,16,0,0,36,22,0,4,0,9,0,17,4,35,8,7,10,1,1,15,msn.foxsports.com
Text0607,http://nmsn.foxsports.com/nfl/story/kansas-city-chiefs-defeat-carolina-panthers-jovan-belcher-murder-suicide-120212,0,1086,46,12,34,122,1,5,103,56,1,2,0,2,257,6,0,86,0,0,25,22,29,0,0,7,11,34,0,4,78,26,15,16,7,8,6,0,5,0,31,13,0,0,55,44,0,3,0,14,0,25,3,78,4,7,16,1,1,19,nmsn.foxsports.com
Text0608,http://www.foxsportswest.com/10/21/12/Lakers-Howard-debut-Kings-Kobe-Bryant-Wi/msn_landing.html?blockID=808225&feedID=3707,0,1257,69,18,10,116,3,14,144,60,4,6,0,14,223,5,0,70,1,9,66,15,60,5,1,6,0,40,0,4,66,29,27,15,29,5,8,0,11,0,39,0,1,0,49,68,0,1,0,8,8,42,16,66,4,29,15,1,1,32,www.foxsportswest.com
Text0609,http://msn.foxsports.com/tennis/story/indian-wells-bnp-paribas-open-novak-djokovic-roger-federer-victoria-azarenka-to-play-012613,0,140,7,0,3,9,0,11,9,14,0,0,0,2,43,0,0,9,0,0,1,1,2,0,0,0,0,3,0,0,1,1,2,2,2,0,2,0,0,0,5,0,0,0,5,14,0,0,0,0,0,1,0,1,0,2,2,1,1,20,msn.foxsports.com
Text0610,http://msn.foxsports.com/nfl/story/San-Francisco-49ers-Eddie-DeBartolo-Denise-Bartolo-Jed-York-012013,0,1072,52,37,18,100,0,16,83,79,1,1,0,4,220,8,0,41,0,16,58,18,46,0,0,5,4,18,2,10,65,9,11,20,31,2,7,0,3,0,34,3,6,1,63,66,0,0,0,13,3,31,2,65,10,31,20,1,1,22,msn.foxsports.com
Text0611,http://msn.foxsports.com/nfl/story/oj-brigance-brave-battle-with-als-lou-gehrigs-disease-inspires-baltimore-ravens-super-bowl-san-francisco-49ers-012413,0,1474,77,30,29,139,4,21,161,79,4,5,0,15,289,3,0,93,1,10,67,43,48,1,0,7,0,34,0,11,35,27,41,34,55,3,6,0,5,0,41,1,3,0,76,73,0,0,0,22,7,67,10,35,11,55,34,1,1,23,msn.foxsports.com
Text0612,http://msn.foxsports.com/fantasy/football/story/week-17-pro-football-survivor-picks-fox-sports-2-122612,1,662,55,6,22,75,0,8,71,38,1,2,0,8,164,0,0,49,0,1,18,9,21,2,0,5,0,10,0,9,20,10,7,14,11,2,1,0,2,0,22,1,1,2,32,28,0,2,0,1,15,7,5,20,9,11,14,1,1,18,msn.foxsports.com
Text0613,http://msn.foxsports.com/olympics/track/story/oscar-pistorius-blade-runner-girlfriend-reeva-steenkamp-intruder-shooting-murder-021913,0,944,43,16,16,100,2,0,112,54,1,4,0,3,234,5,0,61,0,0,31,19,24,0,0,6,6,14,0,2,85,18,33,4,13,4,4,0,4,0,26,16,0,0,47,39,0,2,0,1,2,39,5,85,2,13,4,1,1,19,msn.foxsports.com
Text0614,http://msn.foxsports.com/nfl/story/super-bowl-xlvii-beware-fake-stolen-tickets-big-business-despite-police-nfl-efforts-012613,0,1238,78,31,30,114,5,11,110,111,1,5,0,9,244,6,0,94,1,8,38,10,36,0,0,9,0,29,0,4,68,24,28,15,21,6,7,0,3,0,29,0,0,0,69,57,1,0,0,5,2,29,6,68,4,21,15,1,1,29,msn.foxsports.com
Text0615,http://moto-racing.speedtv.com/article/sx-millsaps-rolls-into-georgia-dome/,0,152,6,1,4,12,0,4,18,12,0,0,0,0,49,0,0,9,0,0,1,3,4,0,0,0,0,4,0,0,10,3,2,0,2,0,1,0,0,0,3,2,0,0,5,7,0,2,0,0,0,4,0,10,0,2,0,1,1,21,moto-racing.speedtv.com
Text0616,http://msn.foxsports.com/golf/story/pga-tour-tiger-woods-takes-four-shot-lead-into-final-round-at-farmers-insurance-open-at-torrey-pines-012713,0,372,20,7,22,39,0,0,45,35,2,2,0,2,61,7,0,30,0,4,17,9,12,0,1,1,0,6,0,0,19,3,7,1,12,3,1,0,1,0,8,0,0,0,21,14,0,1,0,2,0,22,5,19,0,12,1,1,1,15,msn.foxsports.com
Text0617,http://msn.foxsports.com/mlb/story/washington-nationals-free-agent-adam-laroche-two-year-deal-hot-stove-010813,0,314,14,0,9,31,0,2,35,23,1,1,0,3,83,4,0,16,0,1,7,5,9,1,0,1,0,6,0,4,16,5,5,1,7,2,2,0,3,0,12,0,1,0,15,13,0,0,0,0,0,10,3,16,4,7,1,1,1,17,msn.foxsports.com
Text0618,http://www.football365.com/news/21554/8445783/Rafa-Plans...,0,395,13,8,8,36,0,0,58,24,1,1,0,7,121,3,0,18,0,0,12,8,6,0,0,4,2,6,0,2,23,7,8,2,3,2,2,0,0,0,6,13,0,0,27,12,0,5,0,0,0,20,2,23,2,3,2,1,1,13,www.football365.com
Text0619,http://www.dailystar.co.uk/posts/view/299361,0,177,3,4,2,18,0,2,17,13,0,0,0,0,68,0,0,7,0,0,5,2,1,0,0,0,1,6,0,0,5,5,3,1,7,0,0,0,0,0,3,10,0,0,20,5,0,1,0,0,0,7,0,5,0,7,1,1,1,8,www.dailystar.co.uk
Text0620,http://msn.foxsports.com/nfl/story/jovan-belcher-memorial-service-kansas-city-chiefs-murder-suicide-120512,0,734,19,11,0,61,0,5,66,41,1,1,0,3,183,6,0,48,0,0,38,14,28,0,0,4,11,20,0,3,55,8,16,13,14,1,9,1,7,0,30,21,0,0,45,27,0,0,0,3,8,33,2,55,3,14,13,1,1,15,msn.foxsports.com
Text0621,http://www.nba.com/pistons/news/pistons_traffic_parking.html,0,375,25,6,19,28,0,9,48,30,2,0,0,2,96,1,0,19,0,0,9,13,18,1,0,0,4,4,0,0,25,9,9,4,3,1,4,0,2,0,3,10,0,0,20,8,0,1,0,0,0,17,3,25,0,3,4,1,1,17,www.nba.com
Text0622,http://msn.foxsports.com/ufc/story/ufc-johnson-wins-rampage-falls-012613,0,1671,152,39,34,165,1,52,191,128,8,5,0,8,338,7,0,60,1,7,55,25,69,4,0,13,0,42,0,13,123,15,35,26,15,12,7,0,2,0,43,4,2,0,90,64,0,1,0,6,7,37,17,123,13,15,26,1,1,27,msn.foxsports.com
